MPSecID,Symbol,SecuritySubType,MaturityDate,MaturityDateBack,EntryType,EntryPrice,EntrySize,ReferenceID,EntryRate,TransactTime,NetChangePx,EntryLegPriceNear
10281712180316000000,COF1D,B,20180316,00000000,4,100.485500,26.00,310118058000050,0.000000,2018-02-27 17:23:21.148000,-0.324500,0
10351712180316000000,IWD1D,B,20180316,00000000,4,125.238400,27.00,310118058000052,0.000000,2018-02-27 17:23:21.692000,-0.721600,0
10271112180316000000,PFE1D,B,20180316,00000000,4,36.931700,232.00,310118058000054,0.000000,2018-02-27 17:23:22.746000,-0.178300,0
10274012180316000000,MMM1D,B,20180316,00000000,4,242.325000,14.00,310118058000056,0.000000,2018-02-27 17:23:25.772000,-1.935000,0
10351712180316000000,IWD1D,B,20180316,00000000,4,125.248400,29.00,310118058000058,0.000000,2018-02-27 17:23:26.099000,-0.711600,0
10294912180316000000,CSX1D,B,20180316,00000000,4,55.785600,73.00,310118058000060,0.000000,2018-02-27 17:23:31.074000,-0.454400,0
10306112180316000000,ESRX1D,B,20180316,00000000,4,78.595600,29.00,310118058000062,0.000000,2018-02-27 17:23:32.358000,0.915600,0
10271112180316000000,PFE1D,B,20180316,00000000,4,36.938500,243.00,310118058000064,0.000000,2018-02-27 17:23:36.950000,-0.171500,0
10284712180316000000,UNH1D,B,20180316,00000000,4,234.596100,27.00,310118058000066,0.000000,2018-02-27 17:23:46.257000,0.396100,0
10271112180316000000,PFE1D,B,20180316,00000000,4,36.936600,252.00,310118058000068,0.000000,2018-02-27 17:23:50.210000,-0.173400,0
10294912180316000000,CSX1D,B,20180316,00000000,4,55.790200,75.00,310118058000070,0.000000,2018-02-27 17:23:56.074000,-0.449800,0
10306112180316000000,ESRX1D,B,20180316,00000000,4,78.611100,34.00,310118058000072,0.000000,2018-02-27 17:24:35.767000,0.931100,0
10294912180316000000,CSX1D,B,20180316,00000000,4,55.833100,78.00,310118058000074,0.000000,2018-02-27 17:24:36.038000,-0.406900,0
10363112180316000000,DVY1D,B,20180316,00000000,4,98.172100,25.00,310118058000076,0.000000,2018-02-27 17:25:25.380000,-0.527900,0
10267812180316000000,CAT1D,B,20180316,00000000,4,163.220700,33.00,310118058000078,0.000000,2018-02-27 17:25:27.168000,-0.569300,0
10363112180316000000,DVY1D,B,20180316,00000000,4,98.162100,10.00,310118058000080,0.000000,2018-02-27 17:25:34.959000,-0.537900,0
11999711180316000000,XLF1D,S,20180316,00000000,4,29.569300,1.00,300218058000029,0.042187,2018-02-27 17:26:59.511000,-0.000700,0
11999711180316000000,XLF1D,S,20180316,00000000,4,29.578800,19.00,300218058000030,0.038256,2018-02-27 17:28:13.296000,0.008800,0
10271512180316000000,VZ1D,B,20180316,00000000,4,48.806300,211.00,310118058000082,0.000000,2018-02-27 17:28:27.880000,-0.313700,0
11999711180316000000,XLF1D,S,20180316,00000000,4,29.579900,80.00,300218058000031,0.035479,2018-02-27 17:29:38.072000,0.009900,0
10518712180316000000,GDXJ1D,B,20180316,00000000,4,31.506600,220.00,310118058000084,0.000000,2018-02-27 17:30:37.242000,-0.983400,0
11999711180316000000,XLF1D,S,20180316,00000000,4,29.588800,100.00,300218058000032,0.038248,2018-02-27 17:30:54.603000,0.018800,0
10406712180316000000,MRO1D,B,20180316,00000000,4,15.152500,160.00,310118058000086,0.000000,2018-02-27 17:31:04.477000,-0.197500,0
10271512180316000000,VZ1D,B,20180316,00000000,4,48.850800,196.00,310118058000088,0.000000,2018-02-27 17:36:53.036000,-0.269200,0
10280811180615000000,ABX1D,S,20180615,00000000,4,11.944900,1.00,300118058000040,0.023831,2018-02-27 17:37:13.718000,-0.315100,0
10304512180316000000,AET1D,B,20180316,00000000,4,177.171400,26.00,310118058000090,0.000000,2018-02-27 17:40:19.215000,1.321400,0
10304512180316000000,AET1D,B,20180316,00000000,4,177.231400,20.00,310118058000092,0.000000,2018-02-27 17:45:21.292000,1.381400,0
10271612180316000000,WMT1D,B,20180316,00000000,4,92.520200,86.00,310118058000094,0.000000,2018-02-27 17:52:44.782000,-0.649800,0
10270911180316000000,MSFT1D,S,20180316,00000000,4,95.237400,1.00,300318058000037,0.017097,2018-02-27 17:57:09.742000,-0.242600,0
10297911180615000000,STI1D,S,20180615,00000000,4,72.166700,10.00,300318058000038,0.020274,2018-02-27 18:25:30.352000,-0.113300,0
10284011180615000000,QCOM1D,S,20180615,00000000,4,67.007400,10.00,300218058000033,0.023392,2018-02-27 18:30:33.229000,-0.232600,0
11999711180316000000,XLF1D,S,20180316,00000000,4,29.629700,100.00,300218058000034,0.035373,2018-02-27 18:36:12.510000,0.059700,0
11500011180615000000,SON1D,S,20180615,00000000,4,49.293400,10.00,300318058000039,0.022678,2018-02-27 18:38:17.688000,-0.196600,0
10294911180316000000,CSX1D,S,20180316,00000000,4,55.600400,1.00,300218058000035,-0.011211,2018-02-27 18:56:22.631000,-0.639600,0
10321711180316000000,CERN1D,S,20180316,00000000,4,63.990300,1.00,300118058000041,0.003393,2018-02-27 19:05:06.984000,-0.299700,0
13898721180227180316,ETP4T/ETP1D,SS,20180227,20180316,4,0.052800,20.00,300218058000036,0.058510,2018-02-27 19:05:11.000000,0.052800,19.110000
13898721180227180316,ETP4T/ETP1D,SS,20180227,20180316,4,0.070800,20.00,300218058000037,0.078456,2018-02-27 19:05:13.614000,0.070800,19.110000
11999711180316000000,XLF1D,S,20180316,00000000,4,29.558200,100.00,300218058000039,0.041586,2018-02-27 19:06:49.283000,-0.011800,0
11460111180615000000,AGN1D,S,20180615,00000000,4,161.618100,10.00,300218058000040,0.024251,2018-02-27 19:13:55.693000,-4.791900,0
10340111180615000000,CAKE1D,S,20180615,00000000,4,47.498900,5.00,300218058000041,0.018256,2018-02-27 19:16:14.484000,-1.361100,0
10340111180615000000,CAKE1D,S,20180615,00000000,4,47.498800,5.00,300218058000042,0.018249,2018-02-27 19:18:54.064000,-1.361200,0
10498711180316000000,QQQ1D,S,20180316,00000000,4,169.148200,1.00,300218058000043,0.008507,2018-02-27 19:18:58.828000,-1.321800,0
10340711180615000000,GLW1D,S,20180615,00000000,4,29.696500,10.00,300218058000044,0.022189,2018-02-27 19:19:41.415000,-0.233500,0
10359111180615000000,NWL1D,S,20180615,00000000,4,27.220400,10.00,300318058000040,0.025949,2018-02-27 19:20:05.010000,-0.709600,0
10389611180316000000,DAL1D,S,20180316,00000000,4,53.772800,1.00,300118058000042,0.008947,2018-02-27 19:21:12.525000,-0.947200,0
11480611180615000000,BOH1D,S,20180615,00000000,4,84.186100,10.00,300318058000041,0.023756,2018-02-27 19:26:07.933000,-0.233900,0
10270711180615000000,MCD1D,S,20180615,00000000,4,162.503700,10.00,300118058000043,0.019874,2018-02-27 19:28:21.845000,-1.716300,0
